"id","alat","alon","address","district","plz","educational","topics","languages","name","type","parent","parentType","mo_o","mo_c","tu_o","tu_c","we_o","we_c","th_o","th_c","fr_o","fr_c","all","over","under"
"592","52.58346","13.30582","Tietzstr. 12","Borsigwalde","13509","13|0|2","","","Kita Tietzer Strolche","1","556","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","36","24","12"
"106","52.53499","13.41201","Schönhauser Allee 165","Prenzlauer Berg","10439","2","","","Kita Tigerenten/Kigä NordOst","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","74","53","21"
"1422","52.41604","13.48868","Korbmacherweg 33","Rudow","12355","","","","Kita Till Eulenspiegel","0","551","1","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:00","125","100","25"
"953","52.50445","13.42203","Adalbertstr. 23B","Kreuzberg","10999","2","","","Kita Till Eulenspiegel-Kette","0","1113","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","22","15","7"
"954","52.49573","13.41559","Admiralstr. 20","Kreuzberg","10999","2","","","Kita Till Eulenspiegel-Kette","0","1113","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","15","10","5"
"2639","52.5081","13.45508","Simon-Dach-Str. 24","Friedrichshain","10245","2","","","Kita Till Eulenspiegel-Kette","0","1113","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","22","15","7"
"129179","52.50937","13.46385","Gryphiusstr. 21","Friedrichshain","10245","2","","","Kita Till Eulenspiegel-Kette","0","1113","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","20","13","7"
"505229","52.47583","13.42556","Kienitzer Str. 99","Neukölln","12053","","","","Kita Timbales","0","1114","1","0","0","0","0","0","0","0","0","0","0","20","null","null"
"385129","52.45957","13.3792","Friedrich-Franz-Str. 39","Tempelhof","12103","2","2","","Kita Tiponi II","0","578","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:30","25","25","0"
"280129","52.45819","13.38174","Werderstr. 29","Tempelhof","12105","2","2","","Kita Tiva","0","578","1","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","25","10","15"
"572229","52.54187","13.62317","Torgauer Str. 27 - 29","Hellersdorf","12627","","2|4","","Kita Torgauer Straße","0","686","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","160","85","75"
"1472","52.59498","13.34918","Tornower Weg 8","Märkisches Viertel","13439","","1|2|4","","Kita Tornower Weg","0","717","0","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","16:00","80","57","23"
"473179","52.59529","13.34926","Tornower Weg 6","Märkisches Viertel","13439","","","","Kita Tornower Weg","0","1115","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","60","30","30"
"100072","52.52935","13.39988","Torstr. 134","Mitte","10178","28","3","1","Kita Torstraße","0","1116","1","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","86","72","14"
"1149","52.50377","13.37907","Dessauer Str. 27","Kreuzberg","10963","","","","Kita Traumbaum","0","551","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:30","112","96","16"
"2474","52.41723","13.58029","Regattastr. 130","Grünau","12527","","","","Kita Traumhaus","0","757","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","50","30","20"
"26","52.50882","13.41876","Schmidstr. 2","Mitte","10179","2","","","Kita Trauminsel","0","747","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","75","54","21"
"2894","52.5026","13.38864","Wilhelmstr. 15","Kreuzberg","10963","2","0|1|3|4","0","Kita Trauminsel","1","1117","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","20","13","7"
"100064","52.50025","13.38968","Wilhelmstr. 3","Kreuzberg","10963","2","0|1|3|4","0|5|3","Kita Trauminsel","1","1117","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","35","25","10"
"747229","52.53473","13.56763","Fridolinweg 66","Biesdorf","12683","","","","Kita Traumland","0","1118","1","0","0","0","0","0","0","0","0","0","0","47","null","null"
"2284","52.5455","13.60078","Teupitzer Str. 10 /12","Hellersdorf","12629","2","","","Kita Traumzauberhaus/Kigä NordOst","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","175","137","38"
"516279","52.4698581","13.5602751","Köpenicker Str. 325 /Haus 216","Köpenick","12683","2","","","Kita Traumzauberland","0","1119","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","40","17","23"
"494229","52.49241","13.3283","Trautenaustr. 18","Wilmersdorf","10717","18","2|3","4","Kita Trautenaustraße","0","744","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:00","25","0","25"
"2908","52.48353","13.45564","Treptower Str. 32A","Neukölln","12059","2","","","Kita Treptower Straße","0","1108","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","150","150","0"
"546279","52.47810090000001","13.5248217","Treskowallee 135","Karlshorst","12459","2","6","","Kita Treskowallee","0","1053","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","undefined","undefined","179","139","40"
"472","52.60032","13.36337","Treuenbrietzener Str. 26","Märkisches Viertel","13439","2","2","","Kita Treuenbrietzener Straße","0","717","0","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","16:00","241","181","60"
"756229","52.5402","13.60586","Arneburger Str. 8 - 10","Hellersdorf","12627","3","","","Kita Trickmännchen","0","1120","1","0","0","0","0","0","0","0","0","0","0","45","null","null"
"466129","52.48073","13.33048","Tübinger Str. 1","Wilmersdorf","10715","3","4|6","","Kita Tübinger Straße","0","722","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","25","12","13"
"586329","52.48549","13.3637","Naumannstr. 7 links","Schöneberg","10829","2","","3","Kita Tulpen","0","994","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","17","14","3"
"1970","52.46214","13.59318","Uhlenhorster Str. 27","Köpenick","12555","","","","Kita Uhlenhorster Str. 27/Kitas SüdOst","0","6","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","87","54","33"
"2270","52.4858","13.58035","Ulmenstr. 79","Kaulsdorf","12621","","","","Kita Ulmenstr. 79/Kigä NordOst","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","44","40","4"
"2519","52.5102","13.39763","Leipziger Str. 47","Mitte","10117","15","0|1|3|4|6|5","5","Kita Umka","0","766","1","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","64","44","20"
"748229","52.55371","13.36588","Reinickendorfer Str. 63","Wedding","13347","","","","Kita Umpa Lumpa","0","1121","1","0","0","0","0","0","0","0","0","0","0","25","null","null"
"1735","52.55084","13.17634","Hermann-Schmidt-Weg 7","Falkenhagener Feld","13589","2","","","Kita und Familienzentrum Fantasia","0","726","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","120","84","36"
"2018","52.51285","13.52694","Gensinger Str. 58","Friedrichsfelde","10315","2","2","","Kita- und Familienzentrum Gensinger Str.","0","564","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","180","72","108"
"706229","52.42022","13.30752","Ostpreußendamm 71","Lichterfelde","12207","","","","Kita Undinchen","0","1122","1","07:30","16:30","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","40","null","null"
"1218","52.42628","13.2269","Lissabonallee 28","Nikolassee","14163","0","2","","Kita Unionhilfswerk ","0","1123","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:00","120","114","6"
"363","52.54847","13.37279","Wiesenstr. 25","Gesundbrunnen","13357","10|4|2","2|3|4","","Kita Unionhilfswerk ","0","1123","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","89","66","23"
"1180","52.57343","13.37613","Sommerstr. 16","Reinickendorf","13409","0","","","Kita Unionhilfswerk ","0","1123","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","102","68","34"
"1473","52.59211","13.35754","Tramper Weg 4","Märkisches Viertel","13439","22","","6","Kita Unionhilfswerk ","0","1123","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","134","104","30"
"1540","52.50146","13.42236","Naunynstr. 69","Kreuzberg","10999","0","2","","Kita Unionhilfswerk ","0","1123","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","16:30","64","55","9"
"2648","52.45343","13.267","Tom-Sawyer-Weg 5","Dahlem","14195","0|3","2|3","1","Kita Unionhilfswerk ","0","1123","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","107","81","26"
"2907","52.48584","13.43648","Weserstr. 185","Neukölln","12059","10|4","2|4","","Kita Unionhilfswerk ","0","1123","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","77","54","23"
"208129","52.45336","13.61955","Peter-Hille-Str. 30","Friedrichshagen","12587","2","","","Kita Unser kreatives Traumzauberland","0","1119","1","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","70","48","22"
"296179","52.44435499999999","13.2913111","Unter den Eichen 93","Lichterfelde","14195","","","","Kita Unter den Eichen","1","1124","1","0","0","0","0","0","0","0","0","0","0","22","22","0"
"511","52.45175","13.31201","Unter den Eichen 129A","Lichterfelde","14195","","","","Kita Unter den Eichen 129a/Kitas Süd-West","0","709","0","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30","27","0","27"
"632229","52.5395352","13.4253634","Danziger Str. 73","Prenzlauer Berg","10435","13","0|4","","Kita unterm Regenschirm","0","1015","1","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","43","25","18"
"2410","52.48887","13.41791","Urbanstr. 48K","Kreuzberg","10967","2|3","2","","Kita Urbanstr. 48k/Kigä City","0","37","0","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","16:00","136","105","31"
"2411","52.48957","13.42007","Urbanstr. 62","Kreuzberg","10967","2","3","","Kita Urbanstr. 62/Kigä City","0","37","0","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","16:00","90","59","31"
"1167","52.40399","13.5039","Ursulinenstr. 27","Rudow","12355","8","","","Kita Ursulinchen","0","770","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","80","53","27"
"1402","52.47537","13.44107","Uthmannstr. 17","Neukölln","12043","4","","","Kita Uthmannstr. 17/Kitas SüdOst","0","6","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","114","84","30"
"2522","52.49823","13.42388","Reichenberger Str. 156A","Kreuzberg","10999","11","2|3","","Kita VAK - Verein zur Förderung ","0","1045","1","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","16:00","77","45","32"
"683329","52.59251","13.35048","Dannenwalder Weg 95 - 97","Märkisches Viertel","13439","","","","Kita Varius Sol","0","1125","1","0","0","0","0","0","0","0","0","0","0","35","null","null"
"225","52.40706","13.52942","Venusstr. 59","Altglienicke","12524","","","","Kita Venusstraße 59 / Kitas SüdOst","0","6","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","98","58","40"
"2929","52.47111","13.30774","Schlangenbader Str. 34","Wilmersdorf","14199","2","1|3|4|6","1","Kita Verein für berufsorientierte","0","1126","1","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","60","37","23"
"952","52.52242","13.36067","Alt-Moabit 133B","Moabit","10559","","","","Kita Verein für praktische Pädagogik","0","1127","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","45","36","9"
"2431","52.49708","13.38305","Obentrautstr. 52","Kreuzberg","10963","","","","Kita Verein zur Förderung eines","0","1128","1","08:30","17:00","08:30","17:00","08:30","17:00","08:30","17:00","08:30","17:00","17","17","0"
"697","52.53297","13.40171","Veteranenstr. 10","Mitte","10119","2","0|1|2|4|6","","Kita Veteranenstr. 10/Kigä City","0","37","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","118","73","45"
"746229","52.50533","13.47575","Kaskelstr. 3","Rummelsburg","10317","","","","Kita Victoria","0","1082","1","0","0","0","0","0","0","0","0","0","0","70","null","null"
"453129","52.5542","13.37317","Exerzierstr. 26","Gesundbrunnen","13357","2","0|4","","Kita Vielfalter","0","1129","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","24","16","8"
"2056","52.5516","13.47352","Else-Jahn-Str. 40","Weißensee","13088","8|4|2","","","Kita Vielfarb-Kita","0","724","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","129","79","50"
"2098","52.62855","13.49965","Robert-Rössle-Str. 1A","Buch","13125","8|4|2","","","Kita Vielfarb-Kita","0","724","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","95","65","30"
"2729","52.41472","13.52775","Gustelstr. 20E","Altglienicke","12524","2","2","","Kita Vier Jahreszeiten","0","772","4","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","100","65","35"
"1327","52.41045","13.3576","Luckeweg 15","Marienfelde","12279","8|4","","","Kita Vier Jahreszeiten des NUSZ","0","765","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","206","206","0"
"217129","52.51968","13.15339","Reimerweg 11","Staaken","13593","","","1","Kita Villa Amalienhof","0","1130","8","0","0","0","0","0","0","0","0","0","0","55","55","0"
"2513","52.47135","13.33003","Schmargendorfer Str. 22","Friedenau","12159","","","","Kita Villa Anna","1","1131","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","64","46","18"
"974","52.46634","13.33338","Holsteinische Str. 33A","Friedenau","12163","","","","Kita Villa Anna -Krippe-","1","1131","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","12","0","12"
"1204","52.47234","13.33146","Niedstr. 30","Friedenau","12159","","","","Kita Villa Anna-Vorschule-","0","1131","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","40","40","0"
"1468","52.61484","13.30207","Schramberger Str. 8","Hermsdorf","13467","","2","","Kita Villa Flitzesternchen","0","726","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","16:00","95","65","30"
"547229","52.51822","13.27398","Akazienallee 14","Westend","14050","13","0|4|6","","Kita Villa Grips","0","1132","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","36","24","12"
"680229","52.58474","13.36581","Hertzstr. 15","Wilhelmsruh","13158","","","","Kita Villa Her(t)zstraße","0","1082","1","0","0","0","0","0","0","0","0","0","0","31","null","null"
"1423","52.4873","13.43278","Weserstr. 198","Neukölln","12059","2","","","Kita Villa Kunterbunt","0","10","3","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","120","80","40"
"349229","52.5804","13.39533","Wilhelm-Wolff-Str. 15","Niederschönhausen","13156","2","","","Kita Villa Lobo","0","725","1","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","84","65","19"
"649229","52.5215","13.32366","Helmholtzstr. 34 - 36","Charlottenburg","10587","","","","Kita Villa Luna Berlin","0","1133","1","0","0","0","0","0","0","0","0","0","0","40","null","null"
"29","52.5074628","13.4096574","Sebastianstr. 22","Mitte","10969","2","4|6","","Kita Villa Murkelmeier","0","856","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","90","62","28"
"1266","52.43892","13.33933","Kaulbachstr. 50","Lankwitz","12247","2","0|4|7","","Kita Villa Musica","0","1007","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:00","58","38","20"
"1722","52.54483","13.20644","Kirchhofstr. 35","Spandau","13585","4","1|2","","Kita Villa Purzelbaum","0","717","0","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","107","89","18"
"597","52.55486","13.40919","Stavangerstr. 6","Prenzlauer Berg","10439","13|2","2","","Kita Villa Schabernack","0","716","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","181","81","100"
"203179","52.54661","13.2282","Pulvermühlenweg 8","Haselhorst","13599","2","","","Kita Villa Sprechspatzen","0","652","1","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","93","68","25"
"2541","52.56762","13.40592","Benjamin-Vogelsdorff-Str. 3","Pankow","13187","2","1|2","","KITA Villa Sternenschiff","0","771","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","45","34","11"
"688379","52.59598","13.4333","Bahnhofstr. 1","Französisch Buchholz","13129","","","","Kita Villa Universum","0","1134","1","0","0","0","0","0","0","0","0","0","0","41","null","null"
"273129","52.45853","13.38199","Friedrich-Wilhelm-Str. 21","Tempelhof","12103","2","0|2|3|4","0|2|3","Kita Villa Wackelzahn","0","281","2","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00","25","5","20"
"566229","52.43593","13.5477","Friedenstr. 14","Adlershof","12489","0","1","","Kita Vitale Großstadtmäuse II","0","1076","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","20","10","10"
"1750","52.53814","13.19646","Galenstr. 29","Spandau","13597","","","","Kita Vogelnest","0","551","1","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","110","99","11"
"1881","52.48875","13.35705","Vorbergstr. 15","Schöneberg","10827","2","2","","Kita Vorbergstraße","0","722","1","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","153","105","48"
"2136","52.49038","13.56274","Schwabenallee 86","Biesdorf","12683","2","","","Kita Waldhäuschen","0","1053","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","55","43","12"
"1491","52.62611","13.23619","Stolpmünder Weg 35","Heiligensee","13503","","","","Kita Waldkirche/Ev.Kg.Bln-Heiligensee","0","788","4","06:00","16:30","06:00","16:30","06:00","16:30","06:00","16:30","06:00","16:30","67","67","0"
"1237","52.58304","13.23648","Rabenstr. 41","Konradshöhe","13505","","","","Kita Waldmäuse e.V./Waldabschni.Konradshöhe/Reiherberg","1","1135","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","39","29","10"
"1475","52.61001","13.33689","Waldshuter Zeile 8","Waidmannslust","13469","2","4","","Kita Waldshuter Zeile","0","714","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","120","80","40"
"1944","52.40571","13.58636","Adlergestell 592","Grünau","12527","13|0|2","1|2|4|6","","Kita Waldspielhaus","0","15","1","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","78","48","30"
"598229","52.4588154","13.5394044","An der Wuhlheide 173","Oberschöneweide","12555","","","","Kita Waldwurzelzwerge","2","1044","1","0","0","0","0","0","0","0","0","0","0","15","null","null"
"1650","52.50162","13.31408","Walter-Benjamin-Platz 7","Charlottenburg","10629","","2|4|6","","Kita Walter-Benjamin-Platz","0","717","0","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:00","116","98","18"
"2152","52.55495","13.55556","Walter-Felsenstein-Str. 39","Marzahn","12687","4","","","Kita Walter-Felsenstein-Str. 39/41/Kigä NordOst","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","173","80","93"
"2122","52.63182","13.49249","Walter-Friedrich-Str. 20 -22","Buch","13125","","","","Kita Walter-Friedrich-Str. 20-22/Kigä NordOst","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","180","120","60"
"1011","52.51724","13.31156","Warburgzeile 8","Charlottenburg","10587","","1|2|4","","Kita Warburgzeile","0","717","0","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","16:00","122","86","36"
"593","52.56577","13.5197","Warnitzer Str. 9 /11","Neu-Hohenschönhausen","13057","3","1|2|4","","Kita Warnitzer Str. 9","0","920","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","171","123","48"
"2913","52.46978","13.42641","Warthestr. 62A","Neukölln","12051","","","","Kita Warthestraße","0","726","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","95","66","29"
"504279","52.54573","13.59848","Mittenwalder Str. 14","Hellersdorf","12629","","0|1|3|4|6|5","5","Kita Warumka","0","766","1","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","72","42","30"
"161279","52.49463","13.48633","Georg-Löwenstein-Str. 22","Rummelsburg","10317","2","2","","Kita Waschbär","0","772","4","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","75","45","30"
"1718","52.51727","13.20266","Götelstr. 62","Wilhelmstadt","13595","","6","","Kita Wassergeister","0","717","0","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","74","61","13"
"1980","52.46653","13.50949","Wattstr. 14","Oberschöneweide","12459","16","","","Kita Wattstr. 14/Kitas SüdOst","0","6","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","28","25","3"
"314","52.54087","13.38984","Wattstr. 16","Gesundbrunnen","13355","2","2|3","","Kita Wattstraße","0","15","1","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","75","55","20"
"1279","52.43133","13.3602","Wedellstr. 59","Lankwitz","12249","","","","Kita Wedellstr. 59/Kitas Süd-West","0","709","0","0","0","0","0","0","0","0","0","0","0","68","47","21"
"765","52.48666","13.43638","Weichselstr. 22","Neukölln","12045","9|2","","","Kita Weichselstraße","0","770","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","29","13","16"
"169","52.51911","13.45645","Weidenweg 68","Friedrichshain","10249","2","3|6","4","Kita Weidenkätzchen","0","931","3","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","81","47","34"
"1134","52.5392","13.50571","Schleizer Str. 62","Alt-Hohenschönhausen","13055","2","","","Kita Weiße Taube 1","0","911","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","95","65","30"
"2987","52.55364","13.36192","Groninger Str. 32","Wedding","13347","2","1|3|4","3","Kita Weiße Wolke","1","944","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","20","20","0"
"637","52.53931","13.61466","Weißenfelser Str. 31 /33","Hellersdorf","12627","","","","Kita Weißenfelserstraße","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","183","138","45"
"550329","52.55048","13.3853","Badstr. 12","Gesundbrunnen","13357","","","","Kita Weltkinder","0","1136","1","0","0","0","0","0","0","0","0","0","0","75","55","20"
"1538","52.48651","13.43381","Weserstr. 26","Neukölln","12059","2","","","Kita Weserstraße","0","770","1","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","42","30","12"
"451279","52.49317","13.30679","Westfälische Str. 17","Wilmersdorf","10711","","2","2","Kita Westfälische Straße","0","722","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","100","56","44"
"32","52.5205588","13.4268113","Weydemeyerstr. 20 /21","Mitte","10249","2","1","","Kita Weydemeyerstr. 20/21","0","37","0","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","138","100","38"
"100035","52.50287","13.29992","Gervinusstr. 17","Charlottenburg","10629","2","3|4|5","1","Kita WHITE COCKATOO - Internationaler Kindergarten","0","544","1","07:30","17:30","07:30","17:30","07:30","17:30","07:30","17:30","07:30","17:30","31","21","10"
"1736","52.56698","13.20616","Wichernstr. 57","Hakenfelde","13587","","","","Kita Wichernstraße","0","717","0","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","124","84","40"
"170","52.51915","13.45739","Weidenweg 78","Friedrichshain","10249","2","0|6|5","","Kita Wichtelbühne","0","931","3","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","140","100","40"
"672229","52.48482","13.4304","Donaustr. 6","Neukölln","12043","","","3","Kita Wichtelgarten","0","1137","1","0","0","0","0","0","0","0","0","0","0","20","null","null"
"718329","52.46745","13.4229","Emser Str. 79","Neukölln","12051","","","","Kita Wiedehopf","0","996","2","0","0","0","0","0","0","0","0","0","0","25","null","null"
"2591","52.46969","13.33879","Wielandstr. 23","Schöneberg","12159","2|3","2","","Kita Wielandstraße","0","722","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","28","19","9"
"390279","52.56456","13.53022","Wartiner Str. 77","Neu-Hohenschönhausen","13057","10|4|1","6","","Kita Wiesenhüpper","0","1138","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","106","64","42"
"776","52.54705","13.37434","Wiesenstr. 49 -50","Gesundbrunnen","13357","","","","Kita Wiesenstr.","0","551","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","130","110","20"
"603","52.52787","13.14001","Wiesenweg 20","Staaken","13591","2","2","","Kita Wiesenweg","0","717","0","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","97","67","30"
"1236","52.59246","13.37992","Wiesenwinkel 17","Rosenthal","13158","13","2","","Kita Wiesenwichtel","0","716","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","105","55","50"
"1549","52.48036","13.34808","Fritz-Reuter-Str. 8","Schöneberg","10827","13|10|4|0","","","Kita Wilde 13","1","556","1","0","0","0","0","0","0","0","0","0","0","37","25","12"
"1405","52.48686","13.44772","Wildenbruchstr. 25","Neukölln","12435","2","","","Kita Wildenbruchstr. 25/Kitas SüdOst","0","6","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","68","49","19"
"518","52.48026","13.52379","Wildensteiner Str. 3","Karlshorst","10318","2","","","Kita Wildensteiner Str. 3/Kigä NordOst","0","0","0","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","135","86","49"
"617","52.42222","13.45579","Wildhüterweg 8","Buckow","12353","2","","","Kita Wildhüterweg 8/Kitas SüdOst","0","6","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","60","45","15"
"390229","52.5154083","13.1766337","Wilhelmstr. 54","Mitte","10963","","","","Kita Wilhelmine","0","661","1","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","11","11","0"
"351129","52.46008","13.52325","Wilhelminenhofstr. 45A /B","Oberschöneweide","12459","","","","Kita Wilhelminenhofstraße","0","156","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","28","16","12"
"1774","52.48509","13.32544","Wilhelmsaue 122 123","Wilmersdorf","10715","2","2|4","","Kita Wilhelmsaue","0","717","0","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","16:45","102","63","39"
