id,lat,lon,e,alat,alon,educational,topics,languages,name,type,parent,parenttype,mo_o,mo_c,tu_o,tu_c,we_o,we_c,th_o,th_c,fr_o,fr_c,all,over,under
1188,52.48745,13.36063,0,52.48731,13.36092,,,,"Kita Crellestr. 16/17/Kitas Süd-West",0,709,0,07:00,19:30,07:00,19:30,07:00,19:30,07:00,19:30,07:00,19:30,132,95,37
486279,52.4767935,13.2962036,1,52.48747,13.2966,"2","0|1|2|3|4|6|5","1","Kita Cunostraße",0,544,1,07:30,17:45,07:30,17:45,07:30,17:45,07:30,17:45,07:30,17:45,45,25,20
778229,52.4761,13.29594,0,52.4761,13.29582,,,,"Kita Cunostraße",0,717,0,0,0,0,0,0,0,0,0,0,0,60,null,null
2395,52.5004054,13.4334017,0,52.49681,13.44226,"2","1|2|4|6",,"Kita Cuvrystr. 26a/Oppelner Str. 21/Kigä City",0,37,0,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,151,98,53
1286,52.4387091,13.3154627,0,52.4389,13.31552,,,,"Kita d.Ev.Kirchengem.Paulus/Haus vorn rechts",0,782,4,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,85,85,0
1903,52.48828109999999,13.3424178,1,52.49471,13.34158,"13|0",,,"Kita Dachsbau",1,556,1,0,0,0,0,0,0,0,0,0,0,17,8,9
2561,52.60746,13.2297,0,52.60743,13.22969,"2",,,"Kita Dachskinder",0,783,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,38,29,9
1779,52.49429,13.30819,0,52.49377,13.30848,"2","0|1|2|4|6|7",,"Kita Daniel",0,496,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,115,70,45
591379,52.5239492,13.4411785,1,52.51907,13.45413,"2","1|4|6",,"Kita Das Schneckenhäuschen",0,784,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,25,15,10
767,52.4883204,13.524051,0,52.48831,13.52427,,,,"Kita Das tapfere Schneiderlein",1,785,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,30,23,7
2769,52.4534682,13.6206593,0,52.45344,13.62063,"13","6",,"Kita DASI",0,666,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,17:00,96,69,27
2467,52.5517268,13.4123013,1,52.54292,13.42144,"13","0|4",,"Kita der Basisgemeinde Prenzl.Berg",0,786,1,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,18,13,5
364,52.54164429999999,13.3676621,0,52.54205,13.36726,,,,"Kita der Bayer Pharma AG",0,787,9,0,0,0,0,0,0,0,0,0,0,null,null,0
179129,52.5119987,13.4484813,0,52.512,13.44864,,,,"Kita der Bildungsgarten",0,32,1,0,0,0,0,0,0,0,0,0,0,27,null,null
264179,52.5147455,13.43856,0,52.512,13.44864,"4",,,"Kita der Bildungsraum",0,32,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,22,22,0
1478,52.60773,13.21448,0,52.60795,13.21413,,,,"Kita der Ev. Dorf-Gemeinde Heiligensee",0,788,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,undefined,undefined,45,45,0
684,52.60890999999999,13.33618,0,52.60906,13.3362,,,,"Kita der Ev. Felsen-Kirchengem.",0,789,4,0,0,0,0,0,0,0,0,0,0,60,60,0
1663,52.4963321,13.2638979,0,52.49601,13.26409,"2","7",,"Kita der Ev. Friedensgem. Charlottenburg",0,503,4,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,58,48,10
2952,52.46547280000001,13.127404,0,52.46535,13.12751,"2",,,"Kita der ev. KG Am Groß-Glienicker See",0,790,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,20,20,0
1887,52.4820601,13.3585596,0,52.48203,13.35887,,,,"Kita der Ev. Kirchengem Königin-Luise-Gedächtnis",0,791,4,0,0,0,0,0,0,0,0,0,0,80,55,25
1975,52.4525498,13.5750991,0,52.4524,13.57505,,,,"Kita der Ev. Kirchengem Köpenick",0,792,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,35,35,0
207,52.4394351,13.5425294,0,52.43928,13.54261,"26",,,"Kita der Ev. Kirchengem. Adlershof",0,793,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,75,50,25
233,52.4197709,13.5384963,0,52.41973,13.53856,"26",,,"Kita der Ev. Kirchengem. Altglienicke",0,794,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,56,34,22
766,52.5153251,13.491378,0,52.51531,13.49119,,,,"Kita der Ev. Kirchengem. Alt-Lichtenberg",0,795,4,0,0,0,0,0,0,0,0,0,0,60,41,19
2109,52.5704187,13.4087188,0,52.57021,13.40883,,,,"Kita der Ev. Kirchengem. Alt-Pankow",0,796,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,38,38,0
683,52.57571,13.35445,0,52.57553,13.35432,,,,"Kita der Ev. Kirchengem. Alt-Reinickendorf",0,797,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,52,52,0
1479,52.5877101,13.2774316,0,52.58771,13.27755,,,,"Kita der Ev. Kirchengem. Alt-Tegel",0,798,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,45,45,0
475,52.59211000000001,13.33001,0,52.59205,13.33015,,,,"Kita der Ev. Kirchengem. Alt-Wittenau",0,799,4,0,0,0,0,0,0,0,0,0,0,46,46,0
1483,52.58072,13.33584,0,52.58056,13.33586,,,,"Kita der Ev. Kirchengem. Alt-Wittenau",0,799,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,105,105,0
1748,52.5415512,13.1833579,0,52.54639,13.17833,,,,"Kita der Ev. Kirchengem. Am Falkenhagener Feld u.Am Germesheimer Platz",0,800,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,65,51,14
392,52.50470139999999,13.2862909,0,52.50445,13.2869,"2","0|1|2|4|6|7",,"Kita der Ev. Kirchengem. Am Lietzensee",0,801,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,50,45,5
1484,52.60283,13.34878,0,52.60272,13.34932,,,,"Kita der Ev. Kirchengem. Am Seggeluchbecken",0,802,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,80,80,0
1891,52.48923,13.35073,0,52.48917,13.35092,,,,"Kita der Ev. Kirchengem. Apostel-Paulus",0,803,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,34,29,5
171,52.52185,13.43972,0,52.52171,13.43994,,,,"Kita der Ev. Kirchengem. Auferstehung",0,804,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,50,50,0
734,52.52762999999999,13.4249374,0,52.52769,13.42502,,,,"Kita der Ev. Kirchengem. Bartholomäus",0,805,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,32,32,0
1340,52.4185342,13.3930869,1,52.42201,13.39561,,,,"Kita der Ev. Kirchengem. Berlin Mariendorf-Süd",0,806,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,69,48,21
1973,52.45010509999999,13.6205384,0,52.44868,13.62069,"2",,,"Kita der Ev. Kirchengem. Berlin-Friedrichshagen",0,807,4,0,0,0,0,0,0,0,0,0,0,75,48,27
1342,52.44475,13.37928,0,52.44469,13.37937,"2",,,"Kita der Ev. Kirchengem. Berlin-Mariendorf",0,808,4,0,0,0,0,0,0,0,0,0,0,85,85,0
688,52.51029029999999,13.5558865,0,52.51014,13.5559,"9|26",,,"Kita der Ev. Kirchengem. Biesdorf",0,809,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,55,39,16
1488,52.5862347,13.3033304,0,52.58632,13.30343,,,,"Kita der Ev. Kirchengem. Borsigwalde",0,810,4,0,0,0,0,0,0,0,0,0,0,90,90,0
1976,52.4633671,13.5231107,0,52.46332,13.52325,"26|2",,,"Kita der Ev. Kirchengem. Christuskirche Oberschöneweide",0,811,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,50,50,0
566,52.4578031,13.2867708,0,52.45775,13.28659,,,,"Kita der Ev. Kirchengem. Dahlem",0,812,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,50,50,0
1839,52.45025,13.28199,0,52.45017,13.28193,"1|26",,,"Kita der Ev. Kirchengem. Dahlem",0,812,4,0,0,0,0,0,0,0,0,0,0,62,62,0
1284,52.42559259999999,13.3370695,0,52.42556,13.33715,,,,"Kita der Ev. Kirchengem. Dietrich-Bonhoeffer",0,813,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,38,38,0
1285,52.4357528,13.3455154,0,52.43568,13.34538,,,,"Kita der Ev. Kirchengem. Dreifaltigkeit",0,54,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,62,62,0
2418,52.49483,13.42653,0,52.4951,13.42679,,,,"Kita der Ev. Kirchengem. Emmaus-Ölberg",0,814,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,75,75,0
1661,52.51305,13.28436,0,52.51295,13.28433,"10",,,"Kita der Ev. Kirchengem. Epiphanien",0,815,4,0,0,0,0,0,0,0,0,0,0,49,49,0
1844,52.4485957,13.2516003,1,52.44861,13.25054,"2",,,"Kita der Ev. Kirchengem. Ernst-Moritz-Arndt",0,816,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,60,60,0
474,52.63586,13.29648,0,52.63598,13.2965,,,,"Kita der Ev. Kirchengem. Frohnau",0,498,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,65,65,0
1664,52.52994,13.29888,0,52.52976,13.29971,"2","0|1|2|4|7",,"Kita der Ev. Kirchengem. Gustav-Adolf",0,817,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,16:00,63,34,29
2279,52.53202,13.60731,0,52.53197,13.60726,"2",,,"Kita der Ev. Kirchengem. Hellersdorf",0,818,4,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,165,123,42
681,52.5595942,13.4194891,0,52.55958,13.41936,,,,"Kita der Ev. Kirchengem. Hoffnung",0,819,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,47,47,0
120,52.53274,13.42164,0,52.53273,13.42187,,,,"Kita der Ev. Kirchengem. Immanuel",0,820,4,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,80,80,0
2420,52.49654,13.38089,0,52.49574,13.3808,,,,"Kita der Ev. Kirchengem. Jesus-Christus",0,821,4,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,64,64,0
1282,52.4357401,13.2954803,0,52.43566,13.29556,,,,"Kita der Ev. Kirchengem. Johannes",0,822,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,50,50,0
1778,52.4996422,13.3334996,0,52.49959,13.33371,"9|10|26",,,"Kita der Ev. Kirchengem. Kaiser-Wilhelm-Gedächtnis",0,823,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,60,60,0
2280,52.50861,13.58125,1,52.57404,13.51924,,,,"Kita der Ev. Kirchengem. Kaulsdorf",0,824,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,56,38,18
502,52.5295796,13.2139084,1,52.53869,13.18151,,,,"Kita der Ev. Kirchengem. Klosterfelde",0,825,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:30,07:00,17:00,55,35,20
837,52.57124,13.23256,0,52.57095,13.23149,,,,"Kita der Ev. Kirchengem. Konradshöhe-Tegelort",0,826,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,30,30,0
1337,52.39224,13.41113,0,52.39218,13.41117,,,,"Kita der Ev. Kirchengem. Lichtenrade",0,507,4,0,0,0,0,0,0,0,0,0,0,89,59,30
682,52.6159004,13.3413179,0,52.6157,13.34263,,,,"Kita der Ev. Kirchengem. Lübars",0,827,4,0,0,0,0,0,0,0,0,0,0,56,56,0
1659,52.51674,13.3028,0,52.51668,13.3028,,,,"Kita der Ev. Kirchengem. Luisen",0,828,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,60,60,0
410,52.4590489,13.332968,0,52.45903,13.33317,,,,"Kita der Ev. Kirchengem. Lukas",0,829,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,50,50,0
756,52.4476866,13.4028904,0,52.44754,13.40333,,,,"Kita der Ev. Kirchengem. Mariendorf -Ost",0,830,4,06:15,17:15,06:15,17:15,06:15,17:15,06:15,17:15,06:15,17:15,151,113,38
579,52.4491288,13.3409808,0,52.44913,13.34102,"26",,,"Kita der Ev. Kirchengem. Markus",0,831,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,130,130,0
2139,52.54328,13.56282,0,52.54326,13.56284,,,,"Kita der Ev. Kirchengem. Marzahn",0,832,4,0,0,0,0,0,0,0,0,0,0,60,60,0
411,52.4511976,13.319904,1,52.39848,13.5403,"9",,,"Kita der Ev. Kirchengem. Matthäus",0,833,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,80,80,0
2829,52.6135813,13.2399543,1,52.61202,13.30788,,,,"Kita der Ev. Kirchengem. Matthias-Claudius",0,834,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,30,30,0
1738,52.51677,13.1941,0,52.5167,13.19431,"10",,,"Kita der Ev. Kirchengem. Melanchthon",0,835,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,55,55,0
1658,52.51783,13.26348,0,52.51768,13.26335,,,,"Kita der Ev. Kirchengem. Neu-Westend",0,497,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,45,35,10
1088,52.42541629999999,13.2043651,0,52.42539,13.20492,"2",,,"Kita der Ev. Kirchengem. Nikolassee",0,836,4,07:15,16:30,07:15,16:30,07:15,16:30,07:15,16:30,07:15,16:30,75,75,0
1287,52.4573804,13.3117765,1,52.46332,13.32173,,,,"Kita der Ev. Kirchengem. Patmos",0,837,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,105,105,0
1292,52.4305748,13.3581046,0,52.43058,13.35832,"2",,,"Kita der Ev. Kirchengem. Paul-Schneider",0,838,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,78,78,0
1843,52.4347266,13.2593373,0,52.43444,13.25933,"26",,,"Kita der Ev. Kirchengem. Paulus",0,718,4,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,60,48,12
1978,52.4413783,13.7023875,0,52.44122,13.70247,,,,"Kita der Ev. Kirchengem. Rahnsdorf",0,839,4,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,43,31,12
1974,52.37526,13.64907,0,52.37523,13.64909,,,,"Kita der Ev. Kirchengem. Schmöckwitz",0,502,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,33,24,9
565,52.419446,13.2758871,1,52.41318,13.25993,"0|2",,,"Kita der Ev. Kirchengem. Schönow-Buschgraben",0,840,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,45,45,0
667,52.4803778,13.3597304,1,52.49135,13.36539,,,,"Kita der Ev. Kirchengem. Silas",0,791,4,0,0,0,0,0,0,0,0,0,0,43,28,15
2573,52.53084,13.20496,1,52.45836,13.31738,"2",,,"Kita der Ev. Kirchengem. St. Nicolai",0,841,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,75,57,18
395,52.53914,13.2086,0,52.53911,13.20855,,,,"Kita der Ev. Kirchengem. St. Nikolai",0,841,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,75,55,20
1739,52.54136,13.14491,0,52.54132,13.14486,"4",,,"Kita der Ev. Kirchengem. Staaken-Gartenstadt",0,842,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,42,42,0
2416,52.49693,13.44366,0,52.49689,13.44375,,,,"Kita der Ev. Kirchengem. Tabor",0,843,4,0,0,0,0,0,0,0,0,0,0,124,124,0
1490,52.5780955,13.2841305,0,52.57809,13.28359,,,,"Kita der Ev. Kirchengem. Tegel-Süd",0,844,4,0,0,0,0,0,0,0,0,0,0,50,50,0
1662,52.50060149999999,13.3129583,1,52.50833,13.31398,,,,"Kita der Ev. Kirchengem. Trinitatis",0,845,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,30,30,0
400,52.4766756,13.3191346,0,52.47669,13.31884,,,,"Kita der Ev. Kirchengem. Vaterunser",0,846,4,0,0,0,0,0,0,0,0,0,0,70,50,20
1743,52.54692000000001,13.23741,0,52.54696,13.23752,"2",,,"Kita der Ev. Kirchengem. Weihnacht-Haselhorst",0,505,4,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,45,35,10
2072,52.55228899999999,13.4492762,0,52.55237,13.44941,,,,"Kita der Ev. Kirchengem. Weißensee",0,847,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,75,75,0
1746,52.56811,13.20671,0,52.56798,13.20691,"2",,,"Kita der Ev. Kirchengem. Wichern",0,848,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,48,33,15
1060,52.5916387,13.3261151,0,52.59162,13.32592,,,,"Kita der Ev. Kirchengem. Wittenau",0,799,4,0,0,0,0,0,0,0,0,0,0,20,20,0
1081,52.5216,13.16721,0,52.52232,13.16643,"10",,,"Kita der Ev. Kirchengem. zu Staaken",0,735,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,49,29,20
1157,52.5505396,13.1785489,0,52.55068,13.17818,"10",,,"Kita der Ev. Kirchengem. Zuflucht / Spandauer Spatzen",0,849,4,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,35,35,0
2111,52.5646214,13.3962864,0,52.56456,13.39623,,,,"Kita der Ev. Kirchengem.Martin-Luther",0,850,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,50,50,0
2025,52.5011,13.48174,0,52.5018,13.48167,,,,"Kita der Ev. Kirchengem.Paul-Gerhardt-Lichtenbg",0,557,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,47,37,10
1776,52.4742822,13.3095685,0,52.47478,13.30997,"3","0|1|4|6|7",,"Kita der Ev. Kirchengemeinde Linden",0,851,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,16:00,60,60,0
2883,52.41893,13.14444,0,52.41885,13.14482,,,,"Kita der Ev. Kirchengemeinde Wannsee",0,852,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,43,36,7
724,52.4767935,13.2962036,1,52.48308,13.28829,"13|2","0|1|2|4|6|7",,"Kita der Ev. Kreuz-Gemeinde Schmargendorf",0,496,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,68,48,20
1482,52.5639042,13.3546092,0,52.56401,13.35494,,,,"Kita der Ev. Luther Kirchengem. Alt-Reinickendorf",0,797,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,53,53,0
2364,52.5417079,13.3548643,0,52.54165,13.355,,,,"Kita der Ev. Osterkirchengem.",0,853,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,85,85,0
1338,52.4819009,13.3771512,0,52.48186,13.37712,,,,"Kita der Ev. Paulus-Kirchengem. Tempelhof",0,506,4,0,0,0,0,0,0,0,0,0,0,90,68,22
679,52.44397859999999,13.5658503,1,52.42273,13.52682,"26",,,"Kita der Ev. St.-Laurentius-Kirchengem. Köpenick",0,792,4,0,0,0,0,0,0,0,0,0,0,28,28,0
1499,52.5919211,13.3020195,0,52.59185,13.30197,,,,"Kita der Ev.-methodistischen Kirche",0,854,4,0,0,0,0,0,0,0,0,0,0,26,26,0
672,52.4472787,13.3120622,0,52.44743,13.31201,"26|2",,,"Kita der Evangelische Paulus-Kirchengemeinde",0,782,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,55,55,0
172129,52.50828,13.45359,0,52.50821,13.45373,,,,"Kita der Friedrichshainer Zwerge",0,855,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,46,26,20
725,52.5312334,13.3749916,0,52.53116,13.37518,"2","1|6",,"Kita der GFJ - gem.Gesellschaft ",0,856,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,150,101,49
547,52.5234184,13.3897037,0,52.52337,13.38977,,,,"Kita der Humboldt-Universität zu Berlin",0,857,10,0,0,0,0,0,0,0,0,0,0,null,null,0
1164,52.42423,13.29739,0,52.42423,13.29747,,,,"Kita der Johann-Sebastian-Bach",0,858,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,36,36,0
930,52.48607029999999,13.2783024,1,52.4656,13.43954,"2","0|1|2|4|6|7|5",,"Kita der Jüdischen Gemeinde zu Berlin",0,655,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,15:00,152,102,50
1418,52.44049,13.44916,0,52.43969,13.44826,"26",,,"Kita der Kath. Kirchengem. Bruder Klaus",0,859,5,0,0,0,0,0,0,0,0,0,0,30,20,10
644,52.528246,13.4495315,0,52.52808,13.44957,"2",,,"Kita der Kath. Kirchengem. Corpus Christi",0,860,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,60,35,25
104,52.55170469999999,13.4203449,0,52.55167,13.42041,,,,"Kita der Kath. Kirchengem. Heilige Familie",0,547,5,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,120,90,30
550,52.4618733,13.3915931,0,52.46194,13.39153,"0","0|1|2|4|6|7",,"Kita der Kath. Kirchengem. Herz Jesu",0,861,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,85,55,30
806,52.5510701,13.4141435,1,52.53031,13.41037,,,,"Kita der Kath. Kirchengem. Herz Jesu",0,862,5,0,0,0,0,0,0,0,0,0,0,41,31,10
1495,52.5996001,13.2951027,0,52.59942,13.29507,"2",,,"Kita der Kath. Kirchengem. Herz-Jesu",0,863,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,52,37,15
1845,52.41977,13.26245,0,52.42008,13.26255,,,,"Kita der Kath. Kirchengem. Herz-Jesu",0,864,5,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,47,32,15
1298,52.45047,13.35094,0,52.45079,13.35019,,,,"Kita der Kath. Kirchengem. Johannes Evangelist",0,865,5,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,50,40,10
2281,52.5032943,13.6073142,1,52.51494,13.60301,"9",,,"Kita der Kath. Kirchengem. Kaulsdorf St. Martin",0,866,5,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,30,22,8
414,52.4454,13.3837,0,52.44532,13.38443,"2",,,"Kita der Kath. Kirchengem. Maria Frieden",0,867,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:30,50,33,17
590,52.6228299,13.3060792,0,52.6229,13.30599,"3","4|7",,"Kita der Kath. Kirchengem. Maria Gnaden",0,550,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,65,45,20
1293,52.44035,13.34123,0,52.4403,13.34125,"2","4|7",,"Kita der Kath. Kirchengem. St. Benedikt",0,865,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,50,28,22
1493,52.5528215,13.2494302,1,52.5758,13.28417,"2",,,"Kita der Kath. Kirchengem. St. Bernhard",0,868,5,0,0,0,0,0,0,0,0,0,0,53,37,16
653,52.50776,13.29328,0,52.50738,13.29402,"2",,,"Kita der Kath. Kirchengem. St. Canisius",0,869,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,72,52,20
772,52.488721,13.4301543,0,52.48868,13.43092,"26",,,"Kita der Kath. Kirchengem. St. Christophorus",0,870,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,75,60,15
423,52.47739,13.436,0,52.47735,13.43599,,,,"Kita der Kath. Kirchengem. St. Clara",0,871,5,0,0,0,0,0,0,0,0,0,0,65,55,10
1419,52.42424639999999,13.4628598,0,52.42424,13.46292,"0",,,"Kita der Kath. Kirchengem. St. Dominicus",0,872,5,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,62,47,15
668,52.4850879,13.3656077,0,52.48529,13.36557,,,,"Kita der Kath. Kirchengem. St. Elisabeth",0,873,5,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,50,38,12
2888,52.57126,13.41229,0,52.57122,13.41237,,"0|2|7",,"Kita der Kath. Kirchengem. St. Georg",0,874,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,65,50,15
1496,52.6395319,13.2919232,0,52.63933,13.2914,"26",,,"Kita der Kath. Kirchengem. St. Hildegard",0,550,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,55,40,15
457,52.55098959999999,13.4472932,0,52.55095,13.44699,"2",,,"Kita der Kath. Kirchengem. St. Josef",0,875,5,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,70,40,30
1417,52.4187121,13.494084,0,52.41827,13.4932,"2","1|7",,"Kita der Kath. Kirchengem. St. Joseph",0,876,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,74,55,19
503,52.54243,13.24384,0,52.5424,13.24388,,,,"Kita der Kath. Kirchengem. St. Joseph-Siemensstadt",0,877,5,0,0,0,0,0,0,0,0,0,0,68,48,20
1668,52.5176489,13.291347,0,52.51772,13.29152,,,,"Kita der Kath. Kirchengem. St. Kamilus",0,878,5,0,0,0,0,0,0,0,0,0,0,50,35,15
2313,52.5271817,13.3498142,0,52.52715,13.34972,"26",,,"Kita der Kath. Kirchengem. St. Laurentius",0,879,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,55,40,15
1782,52.4973164,13.3215569,0,52.49717,13.32146,"0|12|2|3",,,"Kita der Kath. Kirchengem. St. Ludwig",0,880,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,100,80,20
396,52.54120100000001,13.1983917,0,52.54096,13.19849,"2",,,"Kita der Kath. Kirchengem. St. Marien",0,881,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,52,37,15
711,52.5743828,13.3600675,0,52.57439,13.35999,"26",,,"Kita der Kath. Kirchengem. St. Marien",0,882,5,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,68,48,20
