"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"E_E";"E_EM";"E_EW";"E_E00_01";"E_E01_02";"E_E02_03";"E_E03_05";"E_E05_06";"E_E06_07";"E_E07_08";"E_E08_10";"E_E10_12";"E_E12_14";"E_E14_15";"E_E15_18";"E_E18_21";"E_E21_25";"E_E25_27";"E_E27_30";"E_E30_35";"E_E35_40";"E_E40_45";"E_E45_50";"E_E50_55";"E_E55_60";"E_E60_63";"E_E63_65";"E_E65_67";"E_E67_70";"E_E70_75";"E_E75_80";"E_E80_85";"E_E85_90";"E_E90_95";"E_E95_110";"E_U1";"E_1U6";"E_6U15";"E_15U18";"E_18U25";"E_25U55";"E_55U65";"E_65U80";"E_80U110"
"201212";"12301205";"12";"30";"12";"05";"2";4794,00;2284,00;2510,00;31,00;21,00;43,00;65,00;45,00;50,00;32,00;85,00;119,00;82,00;49,00;121,00;142,00;187,00;99,00;137,00;201,00;226,00;351,00;424,00;385,00;352,00;213,00;133,00;124,00;216,00;368,00;200,00;135,00;105,00;43,00;10,00;31,00;174,00;417,00;121,00;329,00;1823,00;698,00;908,00;293,00
"201212";"12301206";"12";"30";"12";"06";"2";4806,00;2391,00;2415,00;21,00;31,00;33,00;96,00;34,00;41,00;26,00;74,00;95,00;91,00;46,00;156,00;152,00;168,00;52,00;84,00;175,00;212,00;354,00;440,00;432,00;401,00;231,00;155,00;117,00;235,00;425,00;235,00;106,00;64,00;21,00;3,00;21,00;194,00;373,00;156,00;320,00;1749,00;787,00;1012,00;194,00
"201212";"12302107";"12";"30";"21";"07";"2";2917,00;1408,00;1509,00;9,00;27,00;6,00;39,00;9,00;18,00;25,00;65,00;56,00;56,00;28,00;89,00;104,00;129,00;72,00;66,00;112,00;129,00;185,00;250,00;249,00;206,00;126,00;113,00;84,00;137,00;253,00;157,00;62,00;40,00;13,00;3,00;9,00;81,00;248,00;89,00;233,00;1063,00;445,00;631,00;118,00
"201212";"12302108";"12";"30";"21";"08";"2";13392,00;6274,00;7118,00;117,00;132,00;162,00;333,00;165,00;160,00;151,00;321,00;320,00;340,00;159,00;509,00;431,00;528,00;285,00;381,00;710,00;665,00;825,00;849,00;799,00;710,00;552,00;352,00;320,00;586,00;1045,00;767,00;399,00;202,00;95,00;22,00;117,00;792,00;1451,00;509,00;959,00;4514,00;1614,00;2718,00;718,00
"201212";"12302109";"12";"30";"21";"09";"2";10296,00;4965,00;5331,00;121,00;140,00;147,00;301,00;167,00;115,00;119,00;267,00;244,00;271,00;152,00;374,00;347,00;508,00;275,00;393,00;628,00;608,00;665,00;637,00;599,00;554,00;338,00;278,00;198,00;345,00;603,00;460,00;239,00;144,00;43,00;16,00;121,00;755,00;1168,00;374,00;855,00;3805,00;1170,00;1606,00;442,00
"201212";"12302110";"12";"30";"21";"10";"2";9273,00;4439,00;4834,00;123,00;101,00;138,00;262,00;124,00;142,00;142,00;257,00;259,00;259,00;118,00;389,00;362,00;480,00;233,00;313,00;568,00;521,00;584,00;638,00;592,00;505,00;298,00;208,00;125,00;306,00;571,00;383,00;174,00;69,00;21,00;8,00;123,00;625,00;1177,00;389,00;842,00;3449,00;1011,00;1385,00;272,00
"201212";"12302211";"12";"30";"22";"11";"2";3249,00;1575,00;1674,00;15,00;19,00;12,00;24,00;16,00;9,00;13,00;40,00;31,00;38,00;32,00;92,00;111,00;153,00;90,00;83,00;132,00;110,00;169,00;338,00;250,00;195,00;170,00;104,00;84,00;174,00;365,00;207,00;116,00;42,00;12,00;3,00;15,00;71,00;163,00;92,00;264,00;1172,00;469,00;830,00;173,00
"201212";"12302212";"12";"30";"22";"12";"2";5217,00;2562,00;2655,00;50,00;49,00;41,00;123,00;60,00;83,00;57,00;129,00;112,00;134,00;66,00;222,00;189,00;288,00;126,00;159,00;270,00;288,00;358,00;368,00;365,00;293,00;166,00;108,00;94,00;222,00;369,00;247,00;132,00;22,00;21,00;6,00;50,00;273,00;581,00;222,00;477,00;1934,00;567,00;932,00;181,00
"201212";"12304313";"12";"30";"43";"13";"2";6379,00;3164,00;3215,00;64,00;41,00;36,00;77,00;33,00;45,00;40,00;64,00;78,00;85,00;47,00;132,00;172,00;306,00;187,00;262,00;382,00;358,00;444,00;690,00;555,00;445,00;237,00;146,00;139,00;250,00;448,00;309,00;164,00;101,00;36,00;6,00;64,00;187,00;359,00;132,00;478,00;2878,00;828,00;1146,00;307,00
"201212";"12304314";"12";"30";"43";"14";"2";9547,00;4404,00;5143,00;38,00;64,00;60,00;102,00;73,00;49,00;38,00;117,00;124,00;135,00;81,00;230,00;239,00;359,00;219,00;311,00;491,00;414,00;687,00;892,00;770,00;620,00;414,00;293,00;239,00;497,00;821,00;558,00;336,00;171,00;93,00;12,00;38,00;299,00;544,00;230,00;598,00;3784,00;1327,00;2115,00;612,00
