ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_E;E_EM;E_EW;E_E00_01;E_E01_02;E_E02_03;E_E03_05;E_E05_06;E_E06_07;E_E07_08;E_E08_10;E_E10_12;E_E12_14;E_E14_15;E_E15_18;E_E18_21;E_E21_25;E_E25_27;E_E27_30;E_E30_35;E_E35_40;E_E40_45;E_E45_50;E_E50_55;E_E55_60;E_E60_63;E_E63_65;E_E65_67;E_E67_70;E_E70_75;E_E75_80;E_E80_85;E_E85_90;E_E90_95;E_E95_110;E_EU1;E_E1U6;E_E6U15;E_E15U18;E_E18U25;E_E25U55;E_E55U65;E_E65U80;E_E80U110
201612;04030416;04;03;04;16;1;10655;5183;5472;110;112;102;221;96;106;78;165;187;199;92;280;348;532;371;613;934;774;699;855;838;750;405;245;278;328;386;293;134;81;31;12;110;531;827;280;880;5084;1400;1285;258
201612;04030417;04;03;04;17;1;10927;5227;5700;102;99;112;178;94;72;81;176;145;155;69;232;306;489;315;591;907;808;763;823;919;733;387;286;286;383;554;463;220;101;51;27;102;483;698;232;795;5126;1406;1686;399
201612;04030518;04;03;05;18;1;9417;4624;4793;94;77;68;128;60;51;67;118;96;107;46;142;224;525;373;619;851;780;633;664;840;754;322;213;227;283;395;323;189;88;41;19;94;333;485;142;749;4760;1289;1228;337
201612;04030519;04;03;05;19;1;5734;2910;2824;56;51;62;110;39;51;36;68;98;62;30;106;137;331;243;415;595;479;378;407;439;386;209;112;112;161;209;214;96;27;15;0;56;262;345;106;468;2956;707;696;138
201612;04030620;04;03;06;20;1;8597;4145;4452;75;85;72;131;61;60;39;106;105;95;52;158;217;379;292;457;778;600;533;624;680;578;333;225;217;259;407;435;263;158;85;38;75;349;457;158;596;3964;1136;1318;544
201612;04030621;04;03;06;21;1;3021;1605;1416;28;24;24;36;12;19;19;52;40;31;13;63;104;209;137;262;298;273;205;224;249;162;103;59;53;82;93;69;39;18;9;12;28;96;174;63;313;1648;324;297;78
201612;04030622;04;03;06;22;1;10459;5146;5313;91;92;96;175;58;49;67;138;113;132;55;187;260;521;363;533;912;792;655;749;814;762;377;251;291;412;566;476;262;134;63;13;91;421;554;187;781;4818;1390;1745;472
201612;04030623;04;03;06;23;1;4788;2341;2447;48;40;56;87;40;34;35;63;57;42;36;87;96;254;159;291;472;388;315;318;371;274;161;92;128;178;229;217;124;67;22;7;48;223;267;87;350;2314;527;752;220
201612;04030724;04;03;07;24;1;6416;2936;3480;44;63;46;61;60;30;36;90;74;79;43;122;173;258;157;265;467;428;388;401;536;477;242;182;181;283;395;374;234;124;71;32;44;230;352;122;431;2642;901;1233;461
201612;04030725;04;03;07;25;1;12128;6009;6119;103;111;98;186;73;121;92;164;167;193;92;260;338;642;363;636;1013;952;760;927;1110;871;487;335;315;431;556;414;184;85;27;22;103;468;829;260;980;5761;1693;1716;318
201612;04030726;04;03;07;26;1;5426;2577;2849;45;52;49;76;36;25;27;75;73;67;42;110;134;202;113;242;386;394;342;437;410;402;245;156;161;219;318;299;146;79;42;22;45;213;309;110;336;2324;803;997;289
201612;04030827;04;03;08;27;1;12238;6247;5991;116;115;97;194;84;74;79;181;171;157;72;219;310;699;420;699;1129;1009;855;967;961;860;444;283;293;395;558;414;239;77;50;17;116;490;734;219;1009;6040;1587;1660;383
201612;04030828;04;03;08;28;1;9491;4688;4803;71;68;69;101;59;46;46;132;115;99;52;161;235;411;284;502;733;729;632;772;802;743;403;287;282;414;485;412;175;103;41;27;71;297;490;161;646;4454;1433;1593;346
201612;04030929;04;03;09;29;1;5981;2910;3071;65;46;45;93;45;46;39;75;68;72;34;91;115;255;139;299;450;412;381;464;562;481;260;158;182;237;361;280;120;57;29;20;65;229;334;91;370;2707;899;1060;226
201612;04030930;04;03;09;30;1;5600;2844;2756;46;42;52;80;40;39;33;67;74;64;36;126;128;191;128;218;387;341;367;473;508;448;241;151;171;252;408;259;117;71;32;10;46;214;313;126;319;2422;840;1090;230
201612;04030931;04;03;09;31;1;3915;1983;1932;47;48;28;80;40;26;42;65;61;58;21;67;104;166;123;190;322;265;255;274;301;277;145;91;100;135;212;178;104;57;30;3;47;196;273;67;270;1730;513;625;194
201612;04031032;04;03;10;32;1;14931;7176;7755;107;112;112;205;96;110;83;191;173;185;97;272;318;610;383;666;1066;1030;921;1088;1260;1156;585;447;443;583;955;874;408;203;137;55;107;525;839;272;928;6414;2188;2855;803
201612;04041133;04;04;11;33;2;43;21;22;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9;3;0;0;3;6;0;6;3;0;0;0;0;6;4;0;0;0;0;0;0;3;21;9;0;10
201612;04041134;04;04;11;34;2;5156;2503;2653;46;41;36;87;51;55;41;104;77;85;27;86;143;198;89;161;257;306;301;360;401;354;179;130;133;205;363;377;207;130;84;42;46;215;389;86;341;1875;663;1078;463
201612;04041135;04;04;11;35;2;2739;1284;1455;10;27;18;34;15;27;21;39;53;39;31;71;63;71;36;51;115;115;134;199;231;201;115;63;73;120;242;261;132;61;52;19;10;94;210;71;134;881;379;696;264
201612;04041136;04;04;11;36;2;3033;1427;1606;23;21;33;46;15;18;21;40;43;66;24;68;57;85;50;58;140;160;173;230;252;203;116;91;87;118;296;264;107;65;43;20;23;115;212;68;142;1063;410;765;235
201612;04041137;04;04;11;37;2;7976;3701;4275;51;61;52;124;67;53;59;126;92;98;39;158;208;303;219;312;529;537;474;620;652;563;313;204;226;289;519;498;280;153;70;27;51;304;467;158;511;3343;1080;1532;530
201612;04041238;04;04;12;38;2;5907;2691;3216;47;55;45;81;66;53;52;129;121;92;59;153;147;180;88;166;277;340;351;437;465;379;201;176;170;234;394;422;223;152;115;37;47;247;506;153;327;2124;756;1220;527
201612;04041239;04;04;12;39;2;213;128;85;3;8;0;3;0;0;0;0;6;6;0;3;6;17;9;9;26;16;16;25;9;24;12;6;6;3;0;0;0;0;0;0;3;11;12;3;23;110;42;9;0
201612;04041240;04;04;12;40;2;1533;694;839;3;9;15;18;6;12;12;21;42;30;9;61;45;34;9;18;64;61;68;121;139;112;60;33;42;86;140;138;60;38;18;9;3;48;126;61;79;480;205;406;125
201612;04041241;04;04;12;41;2;6904;3080;3824;43;46;48;100;55;45;60;111;103;92;43;166;154;209;135;188;310;344;417;533;608;482;246;185;232;348;531;521;299;136;77;37;43;249;454;166;363;2535;913;1632;549
201612;04041342;04;04;13;42;2;4115;1912;2203;18;30;27;51;21;28;22;43;34;44;19;58;65;110;82;128;221;217;183;263;325;351;217;135;170;219;366;368;169;73;42;16;18;129;190;58;175;1419;703;1123;300
201612;04041343;04;04;13;43;2;3547;1638;1909;18;27;25;51;30;16;31;57;24;51;35;64;105;153;87;125;224;191;185;256;323;267;168;104;103;163;253;202;85;70;47;7;18;133;214;64;258;1391;539;721;209
201612;04041344;04;04;13;44;2;10642;4872;5770;77;90;81;137;64;89;94;149;168;162;87;253;263;353;223;356;608;593;634;890;1015;799;389;290;318;407;681;693;364;186;101;28;77;372;749;253;616;4319;1478;2099;679
201612;04051445;04;05;14;45;1;6220;2923;3297;48;44;54;100;41;41;41;88;89;82;43;103;160;286;199;362;467;433;387;435;484;452;260;160;150;262;340;322;163;80;34;10;48;239;384;103;446;2767;872;1074;287
201612;04051446;04;05;14;46;1;10591;5120;5471;85;92;89;179;50;75;71;139;129;148;57;197;216;417;256;424;711;736;645;752;926;869;394;308;345;420;700;610;292;141;78;40;85;410;619;197;633;4450;1571;2075;551
201612;04051447;04;05;14;47;1;5228;2485;2743;36;30;39;71;37;28;36;59;69;78;28;94;117;218;140;224;383;345;302;395;401;395;201;138;137;233;287;311;164;90;98;44;36;177;298;94;335;2190;734;968;396
201612;04051448;04;05;14;48;1;9067;4483;4584;63;84;57;129;47;53;60;120;80;77;48;137;197;366;219;405;693;601;563;674;811;663;377;267;260;361;591;504;288;162;66;44;63;317;438;137;563;3966;1307;1716;560
201612;04051549;04;05;15;49;1;5348;2776;2572;73;55;55;120;61;49;64;122;101;90;42;143;193;352;226;337;494;378;319;305;361;316;167;116;113;123;191;191;92;53;34;12;73;291;468;143;545;2420;599;618;191
201612;04051550;04;05;15;50;1;5512;2704;2808;42;53;38;74;39;48;37;88;68;69;34;105;184;313;193;286;425;403;371;429;524;353;217;135;144;185;245;199;134;47;18;12;42;204;344;105;497;2631;705;773;211
201612;04051551;04;05;15;51;1;4397;2133;2264;48;55;35;82;33;33;27;72;60;55;37;74;146;253;140;237;351;304;293;297;357;319;182;112;97;145;203;183;92;46;16;13;48;205;284;74;399;1979;613;628;167
201612;04051652;04;05;16;52;1;9700;4577;5123;61;93;76;125;61;44;74;142;128;121;68;220;266;433;263;391;632;623;585;730;817;744;399;284;298;384;581;513;288;136;93;27;61;355;577;220;699;4041;1427;1776;544
201612;04051653;04;05;16;53;1;6684;3269;3415;48;52;49;106;30;45;42;90;83;83;53;118;142;264;150;299;465;416;436;516;549;501;242;206;220;315;419;417;194;91;26;17;48;237;396;118;406;2831;949;1371;328
201612;04051654;04;05;16;54;1;3038;1435;1603;24;15;24;33;15;18;19;27;30;18;15;38;82;140;106;140;239;168;179;210;243;220;118;68;76;148;176;202;107;58;60;22;24;87;127;38;222;1285;406;602;247
201612;04051655;04;05;16;55;1;7063;3461;3602;58;68;74;124;53;54;52;108;97;106;46;181;201;367;224;315;583;540;477;523;576;495;258;178;141;233;311;319;160;85;35;21;58;319;463;181;568;3238;931;1004;301
201612;04051656;04;05;16;56;1;7568;3656;3912;57;64;67;117;73;70;63;131;118;134;58;180;219;315;245;402;613;542;521;572;654;498;278;183;163;254;379;320;141;91;33;13;57;321;574;180;534;3549;959;1116;278
201612;04061757;04;06;17;57;2;83;58;25;0;0;0;0;0;0;3;0;0;0;0;12;6;4;0;0;0;0;6;10;9;11;3;0;4;6;3;3;0;3;0;0;0;0;3;12;10;25;14;16;3
201612;05010101;05;01;01;01;2;10883;5285;5598;93;125;117;220;97;118;105;193;172;185;98;302;383;446;275;446;772;737;589;656;857;663;361;247;242;304;493;553;427;312;206;89;93;559;871;302;829;4332;1271;1592;1034
201612;05010102;05;01;01;02;2;5885;2824;3061;43;40;49;61;36;31;36;67;65;69;31;108;146;257;192;255;340;270;302;382;470;488;259;176;177;251;392;465;252;117;48;10;43;186;299;108;403;2211;923;1285;427
201612;05010103;05;01;01;03;2;7623;3705;3918;58;43;67;109;58;34;54;118;126;106;63;186;215;324;205;322;462;416;365;546;685;645;335;194;235;301;423;495;251;116;54;12;58;277;501;186;539;3001;1174;1454;433
201612;05010204;05;01;02;04;2;3297;1509;1788;22;32;44;70;27;39;39;79;78;85;36;116;120;136;59;86;172;183;157;195;214;222;113;67;82;99;187;219;129;99;67;24;22;173;356;116;256;1066;402;587;319
201612;05010205;05;01;02;05;2;1910;954;956;12;9;3;33;12;12;15;34;46;50;21;71;81;132;46;52;98;79;111;192;281;179;83;40;47;48;51;45;18;3;6;0;12;57;178;71;213;859;302;191;27
201612;05010206;05;01;02;06;2;10246;4944;5302;75;110;124;191;78;105;87;186;195;196;83;282;270;457;252;414;613;548;507;650;803;679;382;229;273;344;678;838;386;156;42;13;75;503;852;282;727;3787;1290;2133;597
201612;05010207;05;01;02;07;2;11492;5468;6024;140;130;117;260;139;125;149;259;248;251;147;346;356;450;299;439;704;726;683;727;822;797;404;243;247;340;527;739;456;173;43;6;140;646;1179;346;806;4400;1444;1853;678
201612;05010208;05;01;02;08;2;7627;3663;3964;67;92;98;172;91;80;65;102;85;81;45;164;190;412;285;459;606;531;424;548;651;536;254;135;175;221;328;361;208;107;39;15;67;453;458;164;602;3504;925;1085;369
201612;05010209;05;01;02;09;2;6098;2956;3142;34;43;65;88;39;44;61;93;89;76;49;184;181;245;137;187;329;316;306;459;578;457;265;199;180;225;380;418;226;109;30;6;34;235;412;184;426;2312;921;1203;371
201612;05010310;05;01;03;10;2;3880;1871;2009;51;46;56;72;35;37;38;67;59;53;25;81;112;213;158;226;300;267;249;280;316;243;122;98;82;110;150;149;100;49;27;9;51;209;279;81;325;1796;463;491;185
201612;05010311;05;01;03;11;2;5670;2649;3021;60;52;52;130;82;83;80;142;124;119;68;181;196;230;124;222;366;321;308;325;344;272;146;106;104;134;226;313;283;242;165;70;60;316;616;181;426;2010;524;777;760
201612;05010312;05;01;03;12;2;7117;3770;3347;76;104;98;172;80;90;72;148;147;106;44;227;239;441;302;513;692;560;435;475;537;410;188;119;125;151;219;182;97;44;18;6;76;454;607;227;680;3514;717;677;165
201612;05010313;05;01;03;13;2;6704;3462;3242;83;70;77;132;56;64;53;108;97;120;65;188;247;407;282;445;598;476;402;481;547;472;220;132;131;151;230;209;99;35;21;6;83;335;507;188;654;3231;824;721;161
201612;05010314;05;01;03;14;2;11968;5943;6025;137;128;115;212;102;81;88;184;152;171;94;266;381;666;394;671;1049;865;706;885;962;899;423;253;258;321;496;475;307;150;68;9;137;557;770;266;1047;5532;1575;1550;534
201612;05010339;05;01;03;39;2;974;546;428;22;22;24;41;24;15;19;34;33;24;12;34;45;59;31;74;95;72;41;60;36;37;15;21;18;15;12;18;15;6;0;0;22;111;137;34;104;409;73;63;21
201612;05020415;05;02;04;15;2;3885;1955;1930;23;19;21;57;30;37;40;60;72;94;36;171;204;207;92;61;146;168;181;395;560;410;162;97;100;118;102;97;61;52;9;3;23;127;339;171;411;1603;669;417;125
201612;05020416;05;02;04;16;2;1709;828;881;3;19;3;15;6;10;6;30;18;21;12;43;51;63;39;56;75;91;63;123;185;117;74;63;58;76;109;165;76;27;12;0;3;43;97;43;114;632;254;408;115
201612;05020417;05;02;04;17;2;5847;2949;2898;37;34;45;71;46;39;43;103;99;100;52;213;211;228;116;174;249;308;340;401;624;470;240;153;149;229;358;391;188;100;30;6;37;196;436;213;439;2212;863;1127;324
201612;05020418;05;02;04;18;2;4010;1969;2041;33;31;30;78;43;30;28;84;77;84;36;117;120;196;93;143;250;243;234;291;300;216;141;85;118;173;259;261;141;36;32;7;33;182;339;117;316;1554;442;811;216
201612;05020419;05;02;04;19;2;7032;3214;3818;64;72;49;135;66;71;72;106;135;83;52;167;201;304;180;256;433;399;341;430;520;473;197;152;158;285;517;631;324;122;31;6;64;322;519;167;505;2559;822;1591;483
201612;05020420;05;02;04;20;2;929;489;440;9;16;12;12;12;6;9;25;15;9;18;42;39;33;27;44;39;69;44;100;104;79;33;18;12;12;31;24;21;15;0;0;9;52;82;42;72;427;130;79;36
201612;05020521;05;02;05;21;2;3095;1492;1603;21;39;27;64;33;37;24;91;73;76;39;112;154;126;48;96;140;190;241;265;341;227;85;64;46;73;96;106;70;45;31;15;21;163;340;112;280;1321;376;321;161
201612;05020522;05;02;05;22;2;7364;3551;3813;87;94;108;220;119;109;93;209;168;161;86;233;254;363;182;286;519;501;429;483;496;407;225;123;156;233;349;360;191;83;28;9;87;541;826;233;617;2896;755;1098;311
201612;05020523;05;02;05;23;2;12413;6040;6373;160;173;171;390;184;198;180;344;340;328;169;454;462;577;333;509;860;810;704;753;771;709;355;266;256;373;539;556;278;145;57;9;160;918;1559;454;1039;4740;1330;1724;489
201612;05020524;05;02;05;24;2;6134;2927;3207;40;48;39;69;39;34;30;74;65;79;39;141;168;200;115;172;265;283;260;367;518;538;257;158;213;305;499;594;315;145;52;13;40;195;321;141;368;1980;953;1611;525
201612;05020625;05;02;06;25;2;7482;3551;3931;66;76;65;107;52;49;43;104;80;110;48;172;218;341;221;388;580;467;380;485;542;501;290;175;183;249;427;499;324;152;69;19;66;300;434;172;559;3063;966;1358;564
201612;05020626;05;02;06;26;2;19359;9849;9510;222;203;196;374;205;160;173;303;288;285;132;416;702;1230;732;1177;1641;1283;1165;1375;1553;1289;607;367;412;478;786;845;430;215;88;27;222;978;1341;416;1932;8926;2263;2521;760
201612;05020627;05;02;06;27;2;4059;1960;2099;36;50;34;89;47;37;47;90;72;82;39;121;119;196;95;175;316;276;240;289;350;239;135;87;99;138;153;180;131;81;16;0;36;220;367;121;315;1741;461;570;228
201612;05020628;05;02;06;28;2;1984;896;1088;15;16;15;27;10;18;19;19;21;25;9;48;54;71;30;46;90;103;97;105;146;139;74;48;48;87;146;203;147;75;30;3;15;68;111;48;125;617;261;484;255
201612;05020629;05;02;06;29;2;4413;2114;2299;15;22;18;33;28;24;15;54;66;64;18;92;77;118;53;71;177;164;174;310;383;317;197;143;138;254;506;479;216;126;55;6;15;101;241;92;195;1332;657;1377;403
201612;05030730;05;03;07;30;2;3938;2001;1937;55;50;59;97;65;61;48;111;99;104;57;138;161;160;57;145;305;348;321;320;312;226;97;66;62;104;135;91;46;22;13;3;55;271;480;138;321;1808;389;392;84
201612;05030731;05;03;07;31;2;11622;5521;6101;115;126;121;209;89;106;102;194;176;170;87;291;276;557;399;493;827;723;669;770;881;869;456;276;287;415;582;683;391;223;50;9;115;545;835;291;833;4762;1601;1967;673
201612;05030832;05;03;08;32;2;11692;5775;5917;127;110;123;263;118;128;118;208;240;188;98;315;382;626;359;584;845;822;698;847;940;744;387;255;226;351;522;505;314;164;67;18;127;614;980;315;1008;5095;1386;1604;563
201612;05030833;05;03;08;33;2;1545;920;625;33;29;21;48;29;23;20;28;38;23;9;47;114;172;98;147;169;89;81;66;52;54;21;12;12;27;21;37;15;3;7;0;33;127;141;47;286;702;87;97;25
201612;05040934;05;04;09;34;2;3965;2043;1922;20;37;34;65;51;41;52;95;91;87;39;163;130;193;82;84;173;187;162;275;319;305;182;97;114;155;296;226;116;65;22;7;20;187;405;163;323;1282;584;791;210
201612;05040935;05;04;09;35;2;415;219;196;6;3;3;6;3;6;4;6;3;3;6;10;10;25;3;12;23;35;21;40;28;39;18;17;15;22;12;18;6;3;6;3;6;15;28;10;35;162;74;67;18
201612;05040936;05;04;09;36;2;9855;4872;4983;80;93;111;212;110;123;122;299;257;228;132;391;335;243;122;182;420;567;669;877;874;698;317;219;276;377;579;533;220;138;42;9;80;526;1161;391;578;3711;1234;1765;409
201612;05040937;05;04;09;37;2;2151;1075;1076;3;26;6;25;15;9;18;33;41;48;18;58;41;59;13;30;63;85;95;155;161;219;98;69;106;120;176;192;98;56;12;3;3;72;167;58;100;602;386;594;169
201612;05040938;05;04;09;38;2;3670;1783;1887;12;26;24;61;36;46;34;71;65;60;39;126;109;94;40;61;114;178;156;253;319;308;174;133;129;169;332;254;125;74;30;18;12;147;315;126;203;1121;615;884;247
201612;06010101;06;01;01;01;2;6829;3128;3701;52;42;46;95;34;44;51;106;106;113;69;188;215;300;148;192;338;343;364;477;582;445;263;170;172;329;487;470;297;163;93;35;52;217;489;188;515;2444;878;1458;588
201612;06010102;06;01;01;02;2;8788;4150;4638;87;98;105;158;74;73;74;117;112;115;56;213;233;451;265;441;728;694;549;617;733;647;347;217;259;317;418;318;141;69;55;7;87;435;547;213;684;4027;1211;1312;272
201612;06010103;06;01;01;03;2;6300;2947;3353;81;71;69;106;57;58;51;81;78;101;39;146;164;238;181;326;524;519;453;489;548;407;198;160;177;217;283;262;123;52;32;9;81;303;408;146;402;3040;765;939;216
201612;06010204;06;01;02;04;2;6914;3265;3649;55;55;60;125;55;47;48;136;93;119;62;181;203;286;225;334;505;438;354;506;553;495;249;159;157;241;373;394;229;118;53;6;55;295;505;181;489;2915;903;1165;406
201612;06010205;06;01;02;05;2;9560;4558;5002;102;83;78;185;76;85;87;137;135;136;53;207;263;457;283;468;708;669;581;712;813;710;374;231;241;297;449;480;246;127;55;32;102;422;633;207;720;4234;1315;1467;460
201612;06010206;06;01;02;06;2;7685;3521;4164;71;63;78;142;64;71;57;127;108;93;45;140;168;308;223;367;591;519;398;531;621;510;259;181;196;283;431;447;270;166;110;47;71;347;501;140;476;3250;950;1357;593
201612;06010207;06;01;02;07;2;7771;3609;4162;71;59;60;137;61;67;52;115;113;115;53;156;174;327;254;420;650;526;483;537;626;527;301;171;208;288;395;416;192;124;64;29;71;317;515;156;501;3496;999;1307;409
201612;06010208;06;01;02;08;2;6798;3364;3434;75;65;69;117;53;59;50;98;66;99;37;119;192;346;217;363;566;495;406;461;567;467;260;177;204;256;378;280;143;74;36;3;75;304;409;119;538;3075;904;1118;256
201612;06010209;06;01;02;09;2;9026;4145;4881;108;79;75;149;64;61;51;122;106;108;40;166;203;422;292;517;799;682;535;649;753;624;331;228;202;299;456;407;267;152;54;25;108;367;488;166;625;4227;1183;1364;498
201612;06010210;06;01;02;10;2;4874;2289;2585;39;69;52;105;38;33;57;52;64;55;27;73;108;173;139;255;402;373;303;359;412;374;187;97;103;154;223;224;147;104;50;23;39;264;288;73;281;2243;658;704;324
201612;06020301;06;02;03;01;2;4994;2331;2663;43;36;39;81;41;41;34;75;81;82;30;147;126;179;97;183;273;229;267;368;394;339;169;136;141;195;370;412;225;106;46;9;43;197;343;147;305;1811;644;1118;386
201612;06020302;06;02;03;02;2;5542;2547;2995;33;39;33;81;48;51;33;60;91;81;40;118;133;131;93;154;279;325;302;364;439;361;221;149;157;267;427;422;287;176;98;49;33;201;356;118;264;1956;731;1273;610
201612;06020303;06;02;03;03;2;7395;3407;3988;67;94;73;129;79;54;56;115;81;109;47;126;170;311;213;368;622;565;390;513;603;533;287;160;177;219;396;412;251;105;61;9;67;375;462;126;481;3274;980;1204;426
201612;06020304;06;02;03;04;2;6744;3157;3587;61;58;53;125;45;57;54;97;84;87;24;150;187;293;163;346;446;451;428;502;577;459;229;159;161;270;384;361;257;127;46;3;61;281;403;150;480;2913;847;1176;433
201612;06020305;06;02;03;05;2;11433;5360;6073;87;100;99;210;103;111;115;188;171;166;83;265;370;650;298;514;715;690;624;751;876;737;394;268;296;398;573;710;453;258;126;34;87;512;834;265;1020;4468;1399;1977;871
201612;06020306;06;02;03;06;2;6450;3092;3358;39;38;64;114;57;42;38;103;94;99;45;208;188;223;137;179;239;298;357;532;648;470;263;196;209;282;415;466;218;124;56;9;39;273;421;208;411;2390;929;1372;407
201612;06020407;06;02;04;07;2;4593;2236;2357;46;46;60;103;43;56;41;106;86;78;35;130;129;220;118;182;306;232;244;259;312;230;160;120;115;215;308;319;194;80;20;0;46;252;402;130;349;1653;510;957;294
201612;06020408;06;02;04;08;2;6827;3243;3584;55;57;45;125;74;58;51;109;120;100;70;152;201;304;162;231;341;397;376;512;530;483;215;161;155;287;429;565;272;139;42;9;55;301;508;152;505;2549;859;1436;462
201612;06020409;06;02;04;09;2;8200;3807;4393;76;69;58;167;66;72;59;114;127;131;80;210;195;245;140;249;465;455;456;581;679;550;291;185;212;337;636;576;350;203;122;44;76;360;583;210;440;3025;1026;1761;719
201612;06020410;06;02;04;10;2;7119;3347;3772;57;56;66;97;67;57;64;133;129;133;67;200;285;234;129;198;330;358;370;576;597;510;299;192;220;329;463;485;242;117;53;6;57;286;583;200;519;2558;1001;1497;418
201612;06020411;06;02;04;11;2;8494;3987;4507;69;65;75;129;66;90;70;159;155;172;88;220;235;280;101;204;368;475;454;583;758;630;334;261;260;365;596;595;318;173;113;33;69;335;734;220;515;2943;1225;1816;637
201612;06030501;06;03;05;01;2;5898;2918;2980;40;39;37;104;42;53;60;117;114;118;60;217;225;246;98;126;223;302;283;424;543;357;199;127;156;243;410;515;259;96;56;9;40;222;522;217;471;1999;683;1324;420
201612;06030502;06;03;05;02;2;5555;2505;3050;39;48;52;92;39;44;43;73;60;86;42;140;144;191;125;207;354;318;314;444;492;427;214;139;151;174;308;388;224;135;39;9;39;231;348;140;335;2254;780;1021;407
201612;06030503;06;03;05;03;2;11600;5395;6205;87;94;104;181;100;95;98;185;200;178;105;301;353;507;259;443;648;619;629;895;1054;853;445;324;325;443;661;736;366;188;95;29;87;479;861;301;860;4547;1622;2165;678
201612;06030504;06;03;05;04;2;11122;5204;5918;60;64;99;162;104;95;97;239;202;226;114;286;350;354;169;238;437;447;605;778;892;745;413;260;306;505;810;872;597;318;193;85;60;429;973;286;704;3566;1418;2493;1193
201612;06030605;06;03;06;05;2;6935;3356;3579;50;49;66;94;45;61;54;112;117;112;40;183;206;294;174;278;450;397;416;537;584;504;265;204;206;289;410;381;199;92;60;6;50;254;496;183;500;2836;973;1286;357
201612;06030606;06;03;06;06;2;5223;2509;2714;38;54;40;87;27;46;47;74;92;91;48;155;176;253;165;230;355;326;300;375;467;367;166;111;133;194;260;239;172;78;35;22;38;208;398;155;429;2218;644;826;307
201612;06030607;06;03;06;07;2;3020;1467;1553;23;15;24;51;18;21;28;59;47;49;19;69;120;251;136;119;140;194;187;201;265;186;101;47;70;72;163;187;110;36;6;6;23;108;223;69;371;1242;334;492;158
201612;06030608;06;03;06;08;2;13113;6492;6621;109;103;107;250;136;150;150;298;325;277;140;497;414;482;218;362;612;691;877;1158;1186;916;413;313;289;444;715;739;403;203;115;21;109;596;1340;497;896;5104;1642;2187;742
201612;06030609;06;03;06;09;2;12047;5737;6310;91;98;107;228;124;120;106;211;217;218;108;310;320;482;257;407;701;707;647;980;1100;852;467;318;345;458;720;750;345;169;61;23;91;557;980;310;802;4799;1637;2273;598
201612;06030610;06;03;06;10;2;8103;3789;4314;59;74;59;137;75;85;77;181;172;199;91;272;273;239;109;190;355;420;448;685;721;561;291;237;222;345;501;505;282;137;68;33;59;345;805;272;512;2928;1089;1573;520
201612;06040701;06;04;07;01;2;10113;4872;5241;84;61;97;200;99;123;119;215;197;183;104;256;266;281;125;184;378;460;592;830;898;710;388;282;288;448;766;805;385;191;68;30;84;457;941;256;547;3467;1380;2307;674
201612;06040702;06;04;07;02;2;5292;2535;2757;49;33;36;112;64;41;58;118;114;123;65;202;179;143;51;102;222;299;307;456;419;392;237;173;185;227;315;298;162;66;35;9;49;245;519;202;322;1856;802;1025;272
201612;06040703;06;04;07;03;2;10851;5236;5615;74;67;91;173;92;82;110;216;210;198;104;292;410;646;327;342;484;461;526;714;885;679;402;209;256;422;762;710;460;254;138;55;74;423;920;292;1056;3739;1290;2150;907
201612;06040804;06;04;08;04;2;7585;3598;3987;36;48;52;131;72;68;63;132;149;148;81;250;241;229;102;148;217;302;346;569;724;562;281;207;201;316;684;622;310;187;69;38;36;303;641;250;470;2408;1050;1823;604
201612;06040805;06;04;08;05;2;5405;2452;2953;51;24;45;100;45;62;64;80;118;100;58;166;156;140;78;93;195;257;287;448;490;378;198;128;167;245;419;405;203;117;69;19;51;214;482;166;296;1848;704;1236;408
201612;06040806;06;04;08;06;2;7299;3312;3987;43;43;58;106;51;52;55;153;141;174;87;243;239;248;121;137;266;276;354;609;708;533;243;206;225;279;539;559;325;148;57;21;43;258;662;243;487;2471;982;1602;551
201612;06040807;06;04;08;07;2;5770;2534;3236;25;43;45;78;58;45;55;120;107;112;48;181;148;197;92;150;238;265;274;383;465;358;207;130;164;195;381;398;317;244;186;61;25;224;487;181;345;1867;695;1138;808
201612;06040808;06;04;08;08;2;4592;2295;2297;56;60;57;125;62;66;70;147;151;116;59;188;176;189;62;83;229;318;418;477;411;276;105;68;79;107;194;138;79;23;3;0;56;304;609;188;365;1998;449;518;105
201612;06040809;06;04;08;09;2;5136;2524;2612;28;36;28;82;46;52;53;111;116;124;76;189;223;214;103;128;226;192;282;417;493;371;184;116;124;187;355;301;139;84;47;9;28;192;532;189;437;1841;671;967;279
201612;06040810;06;04;08;10;2;7091;3373;3718;44;59;56;106;52;62;72;150;154;168;82;254;246;263;122;169;304;291;414;540;575;437;238;153;178;282;502;554;275;155;99;35;44;273;688;254;509;2415;828;1516;564
201612;07010101;07;01;01;01;1;10130;5360;4770;77;93;77;144;84;78;60;129;128;103;60;201;234;412;251;414;768;714;682;859;856;770;439;256;261;367;517;495;280;177;93;51;77;398;558;201;646;4544;1465;1640;601
201612;07010102;07;01;01;02;1;15907;8519;7388;129;120;124;235;120;112;105;231;250;261;120;381;484;910;547;861;1313;1194;1129;1277;1429;1122;605;362;344;504;608;529;289;130;60;22;129;599;1079;381;1394;7750;2089;1985;501
